DayStarted,AgentGroup,TotalInactive,TimeInactiveFiveMin,TimeInactiveThirtyMin,TimeInactiveFiftyFiveMin,TotalNumberOfConversations,TotalResumedFromInactive,TotalResumedFromInactivePct,TotalNumbersClosedBySystem
2021-08-27 18:49:40.910+0000,,44,13,22,2,936834,127720,0.13633151657604228,148375
2021-08-26 18:48:43.935+0000,,36,12,16,1,936834,127720,0.13633151657604228,148375
2021-08-31 18:49:20.412+0000,,31,14,14,1,936834,127720,0.13633151657604228,148375
2021-09-01 18:50:00.680+0000,,34,13,18,0,936834,127720,0.13633151657604228,148375
2021-08-28 18:42:37.513+0000,,34,11,16,0,936834,127720,0.13633151657604228,148375
2021-08-24 18:50:08.825+0000,,42,12,18,2,936834,127720,0.13633151657604228,148375
2021-08-27 18:48:43.841+0000,,26,13,10,0,936834,127720,0.13633151657604228,148375
2021-09-02 18:03:48.288+0000,,12,6,6,0,936834,127720,0.13633151657604228,148375
2021-08-29 18:39:55.646+0000,,28,14,12,0,936834,127720,0.13633151657604228,148375
2021-08-30 18:50:39.722+0000,,34,12,18,1,936834,127720,0.13633151657604228,148375
2021-08-31 18:48:28.683+0000,,27,7,17,1,936834,127720,0.13633151657604228,148375
2021-08-26 18:47:47.844+0000,,38,12,18,1,936834,127720,0.13633151657604228,148375
2021-08-25 18:49:30.267+0000,,38,12,21,0,936834,127720,0.13633151657604228,148375
2021-09-02 18:02:59.712+0000,,26,8,17,1,936834,127720,0.13633151657604228,148375
2021-08-28 18:41:38.652+0000,,43,13,22,3,936834,127720,0.13633151657604228,148375
2021-08-27 18:47:51.020+0000,,38,10,21,3,936834,127720,0.13633151657604228,148375
2021-08-29 18:38:39.858+0000,,31,10,18,1,936834,127720,0.13633151657604228,148375
2021-09-01 18:49:14.731+0000,,34,11,19,2,936834,127720,0.13633151657604228,148375
2021-08-24 18:49:09.459+0000,,35,10,22,0,936834,127720,0.13633151657604228,148375
2021-08-30 18:49:53.697+0000,,31,13,15,0,936834,127720,0.13633151657604228,148375
2021-09-02 18:02:10.375+0000,,24,8,15,1,936834,127720,0.13633151657604228,148375
2021-08-28 18:40:41.083+0000,,32,14,16,2,936834,127720,0.13633151657604228,148375
2021-08-31 18:47:40.886+0000,,38,9,24,1,936834,127720,0.13633151657604228,148375
2021-08-26 18:47:02.155+0000,,46,18,20,1,936834,127720,0.13633151657604228,148375
2021-08-29 18:37:31.344+0000,,39,15,22,1,936834,127720,0.13633151657604228,148375
2021-09-01 18:48:22.193+0000,,35,11,21,0,936834,127720,0.13633151657604228,148375
2021-08-24 18:48:27.885+0000,,29,16,10,2,936834,127720,0.13633151657604228,148375
2021-08-27 18:46:59.069+0000,,30,13,13,2,936834,127720,0.13633151657604228,148375
2021-08-25 18:48:40.373+0000,,33,12,15,3,936834,127720,0.13633151657604228,148375
2021-08-30 18:49:08.373+0000,,40,14,24,0,936834,127720,0.13633151657604228,148375
2021-09-02 18:01:11.775+0000,,23,12,11,0,936834,127720,0.13633151657604228,148375
2021-08-31 18:46:49.966+0000,,37,12,19,2,936834,127720,0.13633151657604228,148375
2021-09-01 18:47:37.508+0000,,33,7,20,2,936834,127720,0.13633151657604228,148375
2021-08-29 18:36:23.653+0000,,30,11,16,1,936834,127720,0.13633151657604228,148375
2021-08-24 18:47:34.634+0000,,36,11,23,1,936834,127720,0.13633151657604228,148375
2021-08-26 18:46:07.557+0000,,39,12,20,1,936834,127720,0.13633151657604228,148375
2021-08-30 18:48:13.114+0000,,41,11,25,2,936834,127720,0.13633151657604228,148375
2021-09-02 18:00:26.616+0000,,20,8,10,2,936834,127720,0.13633151657604228,148375
2021-08-27 18:46:03.439+0000,,37,15,17,1,936834,127720,0.13633151657604228,148375
2021-08-28 18:39:37.574+0000,,40,10,25,1,936834,127720,0.13633151657604228,148375
2021-08-25 18:47:52.812+0000,,40,14,19,0,936834,127720,0.13633151657604228,148375
2021-08-29 18:35:09.124+0000,,27,10,14,0,936834,127720,0.13633151657604228,148375
2021-09-01 18:46:46.971+0000,,35,13,19,0,936834,127720,0.13633151657604228,148375
2021-09-02 17:59:33.610+0000,,25,6,19,0,936834,127720,0.13633151657604228,148375
2021-08-26 18:45:13.466+0000,,36,11,20,3,936834,127720,0.13633151657604228,148375
2021-08-30 18:47:18.247+0000,,31,12,17,0,936834,127720,0.13633151657604228,148375
2021-08-31 18:46:05.770+0000,,26,9,11,2,936834,127720,0.13633151657604228,148375
2021-08-28 18:38:41.887+0000,,34,13,19,1,936834,127720,0.13633151657604228,148375
2021-08-25 18:46:58.536+0000,,31,10,20,0,936834,127720,0.13633151657604228,148375
2021-08-24 18:46:45.864+0000,,31,9,18,0,936834,127720,0.13633151657604228,148375
2021-08-27 18:45:06.238+0000,,34,15,18,0,936834,127720,0.13633151657604228,148375
2021-08-29 18:34:06.260+0000,,32,15,16,0,936834,127720,0.13633151657604228,148375
2021-09-02 17:58:33.093+0000,,29,9,20,0,936834,127720,0.13633151657604228,148375
2021-08-31 18:45:18.902+0000,,32,10,17,0,936834,127720,0.13633151657604228,148375
2021-09-01 18:45:59.464+0000,,38,12,23,1,936834,127720,0.13633151657604228,148375
2021-08-30 18:46:23.229+0000,,30,9,15,3,936834,127720,0.13633151657604228,148375
2021-08-28 18:37:44.569+0000,,34,16,16,0,936834,127720,0.13633151657604228,148375
2021-08-26 18:44:13.427+0000,,39,16,20,0,936834,127720,0.13633151657604228,148375
2021-09-02 17:57:35.149+0000,,24,10,13,1,936834,127720,0.13633151657604228,148375
2021-08-27 18:44:09.857+0000,,33,15,16,1,936834,127720,0.13633151657604228,148375
2021-08-25 18:46:08.271+0000,,32,8,18,5,936834,127720,0.13633151657604228,148375
2021-08-29 18:32:54.490+0000,,40,17,18,1,936834,127720,0.13633151657604228,148375
2021-09-01 18:45:08.242+0000,,32,15,15,0,936834,127720,0.13633151657604228,148375
2021-08-28 18:36:39.127+0000,,29,12,15,2,936834,127720,0.13633151657604228,148375
2021-08-31 18:44:31.328+0000,,38,14,16,1,936834,127720,0.13633151657604228,148375
2021-08-26 18:43:32.039+0000,,38,15,17,4,936834,127720,0.13633151657604228,148375
2021-08-30 18:45:34.165+0000,,42,9,24,3,936834,127720,0.13633151657604228,148375
2021-09-02 17:56:46.939+0000,,28,12,16,0,936834,127720,0.13633151657604228,148375
